Mal ID,Username,Gender,Birthday,Location,Joined,Days Watched,Mean Score,Watching,Completed,On Hold,Dropped,Plan to Watch,Total Entries,Rewatched,Episodes Watched
590,draiol,Female,1986-05-08T00:00:00+00:00,"Uppsala, Sweden",2006-08-09T00:00:00+00:00,37.6,7.6,2.0,49.0,0.0,2.0,14.0,67.0,4.0,2214.0
591,darthhowie,Male,1981-05-26T00:00:00+00:00,"Toronto, Ontario",2006-08-09T00:00:00+00:00,29.7,8.04,5.0,45.0,0.0,1.0,0.0,51.0,0.0,1752.0
592,Enna,Female,,Pluto,2006-08-09T00:00:00+00:00,200.4,7.34,31.0,764.0,0.0,186.0,73.0,1054.0,14.0,11928.0
595,VnTB,,,,2006-08-10T00:00:00+00:00,43.5,6.48,28.0,144.0,19.0,94.0,43.0,328.0,0.0,2527.0
596,TatsubeiYagyu,Male,1990-01-07T00:00:00+00:00,"Sugar Land, Texas",2006-08-10T00:00:00+00:00,54.8,7.95,7.0,128.0,39.0,5.0,331.0,510.0,3.0,3258.0
598,Braveone,Male,,Miami/WPB,2006-08-12T00:00:00+00:00,59.4,7.44,11.0,66.0,7.0,16.0,16.0,116.0,28.0,3545.0
607,Lord_Vegita,Male,1983-11-22T00:00:00+00:00,,2006-08-14T00:00:00+00:00,53.9,8.27,13.0,125.0,9.0,3.0,0.0,150.0,7.0,3098.0
608,kittenbitten,,,,2006-08-15T00:00:00+00:00,123.9,6.02,16.0,349.0,1.0,49.0,4.0,419.0,0.0,7376.0
609,Canal,Female,,"Athens, Greece",2006-08-15T00:00:00+00:00,335.6,6.03,172.0,1180.0,179.0,35.0,199.0,1765.0,25.0,20036.0
610,jason3,,1989-08-18T00:00:00+00:00,,2006-08-15T00:00:00+00:00,15.2,8.2,18.0,18.0,1.0,0.0,9.0,46.0,11.0,897.0
612,Rekka,,,,2006-08-15T00:00:00+00:00,12.0,7.93,8.0,40.0,1.0,2.0,0.0,51.0,0.0,719.0
614,fluffyanimals,Male,,United States,2006-08-16T00:00:00+00:00,78.0,7.45,56.0,254.0,14.0,30.0,1064.0,1418.0,17.0,4554.0
615,Yojiro,,,,2006-08-16T00:00:00+00:00,244.3,6.88,3.0,1081.0,97.0,0.0,42.0,1223.0,0.0,14299.0
616,Darki,Male,1989-06-27T00:00:00+00:00,France,2006-08-17T00:00:00+00:00,77.6,8.01,16.0,190.0,12.0,7.0,63.0,288.0,6.0,4501.0
618,flo,,,,2006-08-17T00:00:00+00:00,95.5,7.37,15.0,279.0,22.0,46.0,13.0,375.0,58.0,5600.0
628,Velcor,Male,1985-12-16T00:00:00+00:00,Mexico,2006-08-18T00:00:00+00:00,121.9,7.32,118.0,546.0,10.0,67.0,319.0,1060.0,18.0,7463.0
632,aisakku,Male,1986-01-29T00:00:00+00:00,"Austin, TX",2006-08-18T00:00:00+00:00,90.8,6.02,5.0,274.0,22.0,45.0,8.0,354.0,0.0,5234.0
633,Darknesinthewood,,,,2006-08-19T00:00:00+00:00,10.4,8.12,2.0,19.0,1.0,5.0,16.0,43.0,0.0,611.0
634,Deithwen,Male,,,2006-08-19T00:00:00+00:00,94.0,7.08,15.0,328.0,44.0,203.0,48.0,638.0,0.0,5710.0
636,Rampage202,Male,1989-02-14T00:00:00+00:00,,2006-08-19T00:00:00+00:00,195.4,7.45,1.0,234.0,6.0,13.0,1.0,255.0,66.0,11674.0
638,NaughtyCalibur,Male,1987-11-22T00:00:00+00:00,"Cleveland, Ohio",2006-08-19T00:00:00+00:00,58.6,7.59,3.0,224.0,0.0,0.0,0.0,227.0,2.0,3556.0
642,rd4everanime,Female,,,2006-08-21T00:00:00+00:00,60.4,8.99,0.0,130.0,0.0,0.0,0.0,130.0,12.0,3555.0
644,zimdudealchemist,,,,2006-08-22T00:00:00+00:00,15.2,8.67,1.0,13.0,5.0,1.0,1.0,21.0,103.0,801.0
648,Mumei,,,,2006-08-22T00:00:00+00:00,150.4,7.67,11.0,166.0,20.0,8.0,44.0,249.0,104.0,8751.0
651,Artic,Non-Binary,1987-12-06T00:00:00+00:00,"Louisville, KY",2006-08-22T00:00:00+00:00,69.1,7.37,20.0,127.0,7.0,6.0,12.0,172.0,0.0,4269.0
652,Wyko,,,,2006-08-22T00:00:00+00:00,47.3,7.55,1.0,92.0,8.0,28.0,30.0,159.0,5.0,2818.0
657,Wind,Female,1988-09-18T00:00:00+00:00,Off somewhere...~_~,2006-08-22T00:00:00+00:00,34.5,7.67,3.0,136.0,29.0,7.0,48.0,223.0,1.0,1975.0
658,Gemelle,Female,1977-03-21T00:00:00+00:00,California,2006-08-22T00:00:00+00:00,64.4,6.98,5.0,202.0,7.0,44.0,2.0,260.0,1.0,3786.0
661,denkosensei,,,,2006-08-23T00:00:00+00:00,113.5,7.0,19.0,382.0,15.0,47.0,101.0,564.0,0.0,6600.0
673,Ivan_Issacs,Male,1990-02-22T00:00:00+00:00,New Jersey,2006-08-24T00:00:00+00:00,8.0,7.94,2.0,12.0,4.0,0.0,1.0,19.0,2.0,462.0
675,Arctic,,,With Vert in Leanbox,2006-08-24T00:00:00+00:00,114.6,6.72,45.0,523.0,46.0,36.0,668.0,1318.0,37.0,6744.0
677,tristanelf,Male,1983-08-20T00:00:00+00:00,"Gainesville, Florida",2006-08-25T00:00:00+00:00,58.7,7.14,4.0,199.0,59.0,41.0,0.0,303.0,0.0,3519.0
678,CrimsonKnight,Male,1983-02-23T00:00:00+00:00,"Garfield Heights, Ohio",2006-08-25T00:00:00+00:00,95.4,8.4,2.0,291.0,52.0,0.0,18.0,363.0,0.0,5417.0
682,zonnikku,Female,1990-06-05T00:00:00+00:00,Indiana,2006-08-26T00:00:00+00:00,92.8,7.38,52.0,368.0,79.0,37.0,93.0,629.0,0.0,6085.0
683,Phate,Male,1986-07-19T00:00:00+00:00,,2006-08-26T00:00:00+00:00,100.3,8.25,2.0,184.0,3.0,2.0,6.0,197.0,56.0,5859.0
684,RichieDagger,,,,2006-08-26T00:00:00+00:00,8.1,8.26,1.0,33.0,7.0,3.0,6.0,50.0,2.0,473.0
687,Twice,Male,1985-11-12T00:00:00+00:00,Sweden,2006-08-26T00:00:00+00:00,90.6,7.5,6.0,194.0,1.0,9.0,2.0,212.0,99.0,5253.0
689,dnt,Male,,California,2006-08-26T00:00:00+00:00,97.8,7.55,14.0,289.0,9.0,0.0,0.0,312.0,17.0,5791.0
690,Ferdinand,Male,1982-01-10T00:00:00+00:00,"Tromsø, Norway",2006-08-27T00:00:00+00:00,18.3,7.03,0.0,38.0,22.0,54.0,38.0,152.0,22.0,992.0
691,Amy,Female,1986-04-29T00:00:00+00:00,California,2006-08-27T00:00:00+00:00,67.1,6.49,0.0,207.0,3.0,48.0,21.0,279.0,4.0,3890.0
695,linoleumxx,Male,1989-10-03T00:00:00+00:00,New Jersey,2006-08-28T00:00:00+00:00,35.0,7.88,0.0,104.0,8.0,4.0,62.0,178.0,56.0,1829.0
701,ShikiYukishiro,Male,1985-09-30T00:00:00+00:00,"San Francisco, California",2006-08-28T00:00:00+00:00,146.4,7.58,14.0,585.0,0.0,0.0,0.0,599.0,13.0,8647.0
706,therubicon,Male,1990-01-09T00:00:00+00:00,Delaware,2006-08-28T00:00:00+00:00,22.5,7.11,5.0,85.0,10.0,11.0,215.0,326.0,16.0,1283.0
709,asdfasdffdfdf,Male,1930-08-26T00:00:00+00:00,,2006-08-29T00:00:00+00:00,46.1,7.79,9.0,87.0,3.0,3.0,6.0,108.0,7.0,2927.0
711,Road,Female,,"Aomori, Japan",2006-08-29T00:00:00+00:00,48.2,6.59,2.0,115.0,15.0,24.0,20.0,176.0,48.0,2732.0
713,demiotaku,Female,,Singapore,2006-08-30T00:00:00+00:00,55.4,6.79,12.0,157.0,21.0,105.0,6.0,301.0,1.0,3315.0
720,CoolCly,,,,2006-08-31T00:00:00+00:00,53.6,7.44,10.0,62.0,10.0,8.0,18.0,108.0,6.0,3210.0
721,Sayosi,Female,,Minnesota,2006-08-31T00:00:00+00:00,87.6,7.78,13.0,207.0,22.0,33.0,10.0,285.0,72.0,5169.0
727,sxpeders,,,,2006-09-02T00:00:00+00:00,277.7,7.25,13.0,344.0,1.0,0.0,0.0,358.0,223.0,16433.0
728,Wickio,Male,1989-04-21T00:00:00+00:00,"Leicester, England",2006-09-03T00:00:00+00:00,83.4,8.14,35.0,386.0,23.0,0.0,47.0,491.0,0.0,4794.0
730,KenjiSayatome,Male,1989-01-04T00:00:00+00:00,Ohio,2006-09-03T00:00:00+00:00,57.9,8.65,9.0,153.0,1.0,1.0,2.0,166.0,0.0,3408.0
734,Baka_Ichigo,Male,1987-02-18T00:00:00+00:00,,2006-09-04T00:00:00+00:00,272.0,7.07,27.0,939.0,121.0,483.0,6.0,1576.0,3.0,16702.0
736,DistinctlyBenign,,1988-08-10T00:00:00+00:00,,2006-09-05T00:00:00+00:00,58.5,7.55,3.0,147.0,34.0,5.0,32.0,221.0,2.0,3469.0
738,Seanfirestarter,Male,1987-01-07T00:00:00+00:00,"Vacaville, California",2006-09-05T00:00:00+00:00,88.6,7.9,1.0,52.0,14.0,4.0,18.0,89.0,28.0,5262.0
746,MilayaDevushka,,2006-09-07T00:00:00+00:00,,2006-09-07T00:00:00+00:00,2.5,7.5,0.0,5.0,0.0,6.0,0.0,11.0,0.0,146.0
747,soyo,,,,2006-09-07T00:00:00+00:00,26.2,6.8,4.0,65.0,19.0,22.0,2.0,112.0,0.0,1519.0
748,Rosebud,Female,1986-03-11T00:00:00+00:00,,2006-09-07T00:00:00+00:00,32.9,6.8,12.0,79.0,20.0,35.0,4.0,150.0,0.0,1988.0
749,AmiYuy,Female,,,2006-09-08T00:00:00+00:00,31.0,6.89,3.0,60.0,5.0,57.0,3.0,128.0,16.0,1738.0
750,Henrique,Male,,"Bahia, Brasil",2006-09-08T00:00:00+00:00,116.4,7.44,5.0,481.0,0.0,20.0,5.0,511.0,10.0,7102.0
753,tajad0l,,1989-06-23T00:00:00+00:00,Eorzea,2006-09-08T00:00:00+00:00,130.3,7.76,10.0,345.0,5.0,5.0,4.0,369.0,11.0,7957.0
754,Mist_,,,,2006-09-09T00:00:00+00:00,29.5,7.62,1.0,69.0,32.0,0.0,22.0,124.0,0.0,1750.0
756,SkyDragon,Male,,"Toronto, Canada",2006-09-09T00:00:00+00:00,134.5,8.24,2.0,342.0,52.0,0.0,0.0,396.0,0.0,8093.0
757,Cidfan,,,,2006-09-09T00:00:00+00:00,126.7,6.52,17.0,393.0,13.0,40.0,62.0,525.0,4.0,7447.0
760,rubberluffy,Male,,,2006-09-11T00:00:00+00:00,147.0,7.61,33.0,273.0,93.0,54.0,12.0,465.0,45.0,8686.0
761,Silver,Female,,England,2006-09-11T00:00:00+00:00,30.0,7.58,0.0,85.0,5.0,3.0,0.0,93.0,0.0,1786.0
762,Porumy,,,NYC,2006-09-11T00:00:00+00:00,176.3,7.71,30.0,511.0,24.0,38.0,247.0,850.0,9.0,10596.0
766,Locrian,Male,,,2006-09-13T00:00:00+00:00,90.0,7.34,4.0,146.0,4.0,15.0,2.0,171.0,89.0,5330.0
767,alfe,Male,,,2006-09-13T00:00:00+00:00,99.0,6.78,14.0,215.0,2.0,30.0,4.0,265.0,2.0,5883.0
776,lecor,Male,1990-01-01T00:00:00+00:00,,2006-09-14T00:00:00+00:00,136.3,6.93,24.0,272.0,3.0,53.0,57.0,409.0,0.0,8096.0
784,Adila,Female,1988-05-03T00:00:00+00:00,,2006-09-15T00:00:00+00:00,66.9,7.38,35.0,127.0,12.0,21.0,25.0,220.0,22.0,4134.0
787,kimodameshi,Female,,,2006-09-16T00:00:00+00:00,7.6,7.54,16.0,11.0,44.0,7.0,6.0,84.0,1.0,432.0
789,cardin,Male,1989-10-09T00:00:00+00:00,,2006-09-16T00:00:00+00:00,120.7,7.12,4.0,180.0,0.0,38.0,30.0,252.0,8.0,7290.0
791,Kuisanagi,,,,2006-09-17T00:00:00+00:00,179.3,6.95,2.0,542.0,0.0,14.0,8.0,566.0,0.0,10776.0
797,Dark_Sage,,,,2006-09-17T00:00:00+00:00,32.8,5.51,5.0,51.0,3.0,4.0,4.0,67.0,0.0,1945.0
803,Theowne,,,,2006-09-18T00:00:00+00:00,26.9,7.45,0.0,97.0,0.0,1.0,4.0,102.0,0.0,1498.0
812,Sabas,Male,1990-01-25T00:00:00+00:00,Neverath,2006-09-20T00:00:00+00:00,56.2,7.2,22.0,169.0,30.0,19.0,28.0,268.0,27.0,3434.0
813,willkillall,Male,1992-08-05T00:00:00+00:00,,2006-09-20T00:00:00+00:00,316.6,7.56,6.0,1451.0,21.0,33.0,9.0,1520.0,20.0,20337.0
815,Bobbert,Male,1991-09-13T00:00:00+00:00,"Alberta, Canada",2006-09-21T00:00:00+00:00,103.3,8.51,10.0,239.0,3.0,9.0,11.0,272.0,2.0,6194.0
817,AKIO-NOIR,Male,1986-07-10T00:00:00+00:00,,2006-09-21T00:00:00+00:00,297.4,7.49,87.0,950.0,235.0,24.0,10.0,1306.0,1.0,17892.0
818,caelanarcher,,,,2006-09-21T00:00:00+00:00,13.1,7.94,4.0,55.0,16.0,16.0,23.0,114.0,4.0,804.0
827,Chihaya__,Female,1982-06-20T00:00:00+00:00,"Reykjavik, Iceland",2006-09-22T00:00:00+00:00,16.5,5.23,0.0,75.0,4.0,50.0,0.0,129.0,0.0,898.0
831,timbitstootsie,Non-Binary,,,2006-09-23T00:00:00+00:00,84.6,7.34,8.0,344.0,6.0,33.0,191.0,582.0,7.0,4925.0
835,Night_Demon,Male,,,2006-09-24T00:00:00+00:00,149.9,7.75,4.0,496.0,2.0,0.0,18.0,520.0,1.0,8762.0
836,Celtza,Female,1986-08-01T00:00:00+00:00,Oregon,2006-09-24T00:00:00+00:00,62.4,8.0,14.0,160.0,1.0,2.0,5.0,182.0,3.0,3735.0
840,Dragon_Empress,Female,1987-07-29T00:00:00+00:00,"Columbus, Georgia",2006-09-25T00:00:00+00:00,319.5,7.2,10.0,1068.0,70.0,69.0,326.0,1543.0,45.0,19454.0
843,Condoriano,Male,1987-10-25T00:00:00+00:00,"Dublin, Ireland",2006-09-26T00:00:00+00:00,79.9,7.39,8.0,291.0,0.0,3.0,7.0,309.0,34.0,4732.0
847,Quajafrie,Male,1991-06-19T00:00:00+00:00,"Athens, Greece",2006-09-26T00:00:00+00:00,17.0,7.51,0.0,58.0,18.0,21.0,22.0,119.0,3.0,986.0
848,Shinigami,Male,,,2006-09-26T00:00:00+00:00,116.3,6.44,30.0,294.0,83.0,167.0,39.0,613.0,75.0,6848.0
851,doinkies,,,,2006-09-26T00:00:00+00:00,14.3,7.28,3.0,43.0,1.0,0.0,11.0,58.0,1.0,821.0
852,leginag,,,,2006-09-26T00:00:00+00:00,67.1,8.81,9.0,146.0,8.0,9.0,19.0,191.0,0.0,4060.0
854,Z0C,,,,2006-09-26T00:00:00+00:00,29.5,8.7,3.0,99.0,0.0,3.0,2.0,107.0,2.0,1750.0
859,Sora_Li,Female,,344,2006-09-28T00:00:00+00:00,180.3,8.17,20.0,802.0,1.0,0.0,236.0,1059.0,0.0,10987.0
860,peipei,,,,2006-09-28T00:00:00+00:00,42.9,8.16,14.0,192.0,2.0,5.0,72.0,285.0,20.0,2511.0
861,terai,,,,2006-09-28T00:00:00+00:00,26.0,8.54,2.0,86.0,1.0,2.0,30.0,121.0,4.0,1599.0
863,Jinto,Male,1983-04-08T00:00:00+00:00,Southern Usa,2006-09-28T00:00:00+00:00,43.0,8.23,20.0,103.0,40.0,14.0,393.0,570.0,20.0,2580.0
867,medusah,Female,1983-01-01T00:00:00+00:00,Singapore,2006-09-28T00:00:00+00:00,34.6,7.72,4.0,113.0,3.0,1.0,122.0,243.0,0.0,2545.0
868,FireShot,Male,1986-06-16T00:00:00+00:00,,2006-09-29T00:00:00+00:00,35.2,6.02,5.0,70.0,11.0,13.0,4.0,103.0,0.0,2025.0
869,p2thej115,Male,1975-01-15T00:00:00+00:00,hidden village in CA,2006-09-29T00:00:00+00:00,106.8,8.49,7.0,235.0,6.0,6.0,27.0,281.0,0.0,6311.0
870,irisnemesis,Female,,Trinidad and Tobago,2006-09-29T00:00:00+00:00,20.4,6.95,10.0,54.0,17.0,3.0,19.0,103.0,4.0,1184.0
871,Cinder,,,,2006-09-29T00:00:00+00:00,75.9,10.0,8.0,184.0,3.0,33.0,17.0,245.0,0.0,4325.0
874,Aaron,,,,2006-10-01T00:00:00+00:00,66.0,6.93,2.0,90.0,1.0,3.0,1.0,97.0,0.0,3924.0
877,SukieNeko,Female,1989-11-19T00:00:00+00:00,"San Jose, California",2006-10-01T00:00:00+00:00,67.1,7.48,11.0,312.0,48.0,12.0,25.0,408.0,1.0,4068.0
882,Hazuki,Male,,,2006-10-02T00:00:00+00:00,176.5,9.0,4.0,710.0,2.0,0.0,0.0,716.0,0.0,10703.0
886,vrdabomb5717,Male,,"Seattle, WA",2006-10-02T00:00:00+00:00,159.4,7.08,37.0,596.0,6.0,23.0,660.0,1322.0,12.0,9615.0
888,raven_nox,Female,,,2006-10-02T00:00:00+00:00,10.2,7.82,9.0,29.0,12.0,0.0,11.0,61.0,0.0,602.0
891,majikkou,Female,1988-01-26T00:00:00+00:00,"Zagreb, Croatia",2006-10-03T00:00:00+00:00,68.7,7.78,6.0,291.0,0.0,4.0,275.0,576.0,1.0,4007.0
898,nullcontext,,,,2006-10-04T00:00:00+00:00,71.5,7.43,19.0,166.0,6.0,11.0,17.0,219.0,0.0,4436.0
901,tigerboyjayce,Male,1972-05-09T00:00:00+00:00,,2006-10-05T00:00:00+00:00,101.8,7.16,26.0,286.0,0.0,0.0,1.0,313.0,25.0,5941.0
902,Late,Male,,,2006-10-05T00:00:00+00:00,301.3,7.58,7.0,1044.0,9.0,20.0,140.0,1220.0,32.0,18024.0
903,led,Female,1990-05-21T00:00:00+00:00,Israel,2006-10-05T00:00:00+00:00,91.2,7.27,8.0,272.0,5.0,41.0,213.0,539.0,1.0,5394.0
906,dmv915,,,,2006-10-06T00:00:00+00:00,38.0,8.54,1.0,113.0,27.0,0.0,15.0,156.0,0.0,2219.0
908,hitachintwins,Female,,,2006-10-07T00:00:00+00:00,9.1,8.12,4.0,10.0,2.0,2.0,2.0,20.0,4.0,561.0
912,Keiyori,Male,1987-04-10T00:00:00+00:00,Illinois,2006-10-07T00:00:00+00:00,97.4,7.81,5.0,238.0,0.0,9.0,4.0,256.0,4.0,5748.0
914,Vajra,Male,1986-12-26T00:00:00+00:00,Finland,2006-10-08T00:00:00+00:00,53.7,8.11,18.0,107.0,8.0,3.0,2.0,138.0,0.0,3199.0
916,thesundaywriter,Female,,,2006-10-08T00:00:00+00:00,72.1,6.55,15.0,262.0,18.0,145.0,104.0,544.0,0.0,4282.0
921,kio,Male,,,2006-10-08T00:00:00+00:00,115.7,7.0,38.0,338.0,64.0,2.0,127.0,569.0,29.0,7003.0
922,scorpedo,Male,,Florida,2006-10-08T00:00:00+00:00,368.5,6.76,10.0,1424.0,0.0,3.0,71.0,1508.0,167.0,21475.0
925,lizzard,Male,,,2006-10-09T00:00:00+00:00,99.6,7.26,3.0,281.0,6.0,17.0,122.0,429.0,0.0,5856.0
926,thepinkavenger,Female,1987-01-04T00:00:00+00:00,Sohma Complex,2006-10-09T00:00:00+00:00,20.5,7.93,2.0,22.0,9.0,0.0,2.0,35.0,4.0,1225.0
928,macskeptic,Male,1987-08-11T00:00:00+00:00,"Sao Paulo (City), Sao Paulo (State)",2006-10-09T00:00:00+00:00,151.5,5.32,6.0,142.0,3.0,8.0,56.0,215.0,91.0,9036.0
930,Mephidro,Male,,,2006-10-10T00:00:00+00:00,28.8,8.33,1.0,85.0,0.0,0.0,0.0,86.0,1.0,1651.0
932,DHD_anime,Male,,,2006-10-10T00:00:00+00:00,61.6,7.36,5.0,129.0,10.0,13.0,4.0,161.0,0.0,3603.0
935,diordiah,Female,1985-09-02T00:00:00+00:00,"Chester, California",2006-10-10T00:00:00+00:00,61.4,6.03,21.0,171.0,5.0,80.0,5.0,282.0,0.0,3725.0
937,Irya,Female,1985-09-20T00:00:00+00:00,,2006-10-11T00:00:00+00:00,17.8,7.17,1.0,36.0,2.0,9.0,2.0,50.0,2.0,1070.0
943,itainteazy,Male,1939-04-05T00:00:00+00:00,,2006-10-11T00:00:00+00:00,210.6,7.58,8.0,378.0,84.0,59.0,136.0,665.0,49.0,12430.0
945,BulletproofSoul,Male,1987-08-29T00:00:00+00:00,"Highland, California",2006-10-12T00:00:00+00:00,50.5,7.64,3.0,132.0,4.0,24.0,6.0,169.0,0.0,2908.0
946,Dhaos,,,,2006-10-12T00:00:00+00:00,52.1,8.7,5.0,69.0,1.0,2.0,5.0,82.0,32.0,3051.0
947,datdo,Male,,"NY, NY",2006-10-12T00:00:00+00:00,102.8,8.38,14.0,305.0,29.0,10.0,24.0,382.0,7.0,6072.0
949,chocopocky,Female,,,2006-10-14T00:00:00+00:00,229.6,6.35,9.0,1185.0,8.0,40.0,30.0,1272.0,42.0,15957.0
954,bitsmart,,,,2006-10-14T00:00:00+00:00,38.9,8.62,1.0,59.0,1.0,14.0,1.0,76.0,0.0,2307.0
960,niwasatou,,,,2006-10-15T00:00:00+00:00,156.4,7.07,102.0,403.0,61.0,155.0,117.0,838.0,2.0,9380.0
962,Crospi,Male,,"Buenos Aires, Argentina",2006-10-15T00:00:00+00:00,346.0,6.41,7.0,1048.0,11.0,56.0,53.0,1175.0,139.0,20612.0
963,elevenletters,Male,,,2006-10-15T00:00:00+00:00,43.5,5.55,1.0,160.0,0.0,0.0,157.0,318.0,0.0,2670.0
964,Spike_Spiegel,,,,2006-10-15T00:00:00+00:00,14.9,7.77,5.0,27.0,0.0,3.0,21.0,56.0,0.0,878.0
966,shoalkip,Male,,,2006-10-15T00:00:00+00:00,57.4,7.55,1.0,98.0,1.0,7.0,0.0,107.0,30.0,3435.0
969,blueskycomplex,Male,1992-02-11T00:00:00+00:00,"Melbourne, Australia",2006-10-16T00:00:00+00:00,17.5,8.91,21.0,43.0,11.0,0.0,30.0,105.0,0.0,1008.0
971,neamon,Female,1990-10-23T00:00:00+00:00,Finland,2006-10-16T00:00:00+00:00,42.9,7.79,11.0,92.0,16.0,4.0,1.0,124.0,0.0,2536.0
979,dreddbull,,,,2006-10-18T00:00:00+00:00,34.0,8.13,5.0,42.0,2.0,3.0,21.0,73.0,0.0,1995.0
981,Shadow__,,,,2006-10-18T00:00:00+00:00,152.1,6.55,5.0,45.0,1.0,4.0,1.0,56.0,43.0,9126.0
983,VyseN,Male,,,2006-10-18T00:00:00+00:00,56.2,8.17,6.0,118.0,5.0,1.0,1.0,131.0,0.0,3296.0
986,Vagaryhexx,Female,1985-04-09T00:00:00+00:00,"Los Angelas,Ca",2006-10-18T00:00:00+00:00,73.4,7.95,7.0,153.0,6.0,1.0,59.0,226.0,19.0,4338.0
987,silmarwen_85,Female,1985-01-27T00:00:00+00:00,,2006-10-19T00:00:00+00:00,16.6,7.82,3.0,50.0,11.0,8.0,1.0,73.0,23.0,966.0
988,Hirako,Male,,Germany,2006-10-19T00:00:00+00:00,100.7,6.52,4.0,355.0,20.0,46.0,16.0,441.0,0.0,6070.0
989,Virems,Male,1989-08-18T00:00:00+00:00,New York,2006-10-19T00:00:00+00:00,90.7,8.25,21.0,114.0,3.0,4.0,0.0,142.0,6.0,5430.0
994,Zicdeh_Cei,Male,,,2006-10-19T00:00:00+00:00,23.3,10.0,13.0,119.0,10.0,2.0,1.0,145.0,0.0,1406.0
995,VnTB_version2,Male,,,2006-10-19T00:00:00+00:00,100.4,7.01,196.0,180.0,102.0,28.0,4.0,510.0,33.0,5953.0
997,pinoypetz,Male,1982-10-14T00:00:00+00:00,Manila,2006-10-20T00:00:00+00:00,36.7,8.68,9.0,46.0,0.0,0.0,1.0,56.0,14.0,2172.0
998,Sanna,Female,1984-04-12T00:00:00+00:00,USA,2006-10-20T00:00:00+00:00,7.3,8.39,8.0,22.0,7.0,1.0,6.0,44.0,0.0,405.0
999,MasterShredder,Male,,MA,2006-10-20T00:00:00+00:00,11.6,7.66,12.0,32.0,4.0,0.0,12.0,60.0,0.0,693.0
